Activity ID;Activity Name;Description HrRest;Begin Timestamp;Begin Timestamp (Raw Milliseconds);End Timestamp;End Timestamp (Raw Milliseconds);Device;Activity Parent;Activity Type;Event Type;Activity Time Zone;Max. Elevation;Max. Elevation (Raw);Begin Latitude (Decimal Degrees Raw);Begin Longitude (Decimal Degrees Raw);End Latitude (Decimal Degrees Raw);End Longitude (Decimal Degrees Raw);Average Moving Speed;Average Moving Speed (Raw);Max. Heart Rate (bpm);Average Heart Rate (bpm);Max. Speed;Max. Speed (Raw);Calories;Calories (Raw);Duration (h:m:s);Duration (Raw Seconds);Moving Duration (h:m:s);Moving Duration (Raw Seconds);Average Speed;Average Speed (Raw);Distance;Distance (Raw);Min. Heart Rate (bpm);Min. Elevation;Min. Elevation (Raw);Elevation Gain;Elevation Gain (Raw);Elevation Loss;Elevation Loss (Raw);VO2Max;TrainingEffect
"1663764741";"Siechnice Biegi";"";"Pn, kwi 3, 2017 9:12";"1491203568000";"Pn, kwi 3, 2017 9:16";"1491203764000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.4";"";"";"";"";"05:19";"5.315468989492778";"135";"129";"00:40";"0.6684581193306779";"33";"32.93540364962459";"00:03:17";"196.826";"00:03:09";"189.0";"05:32 Minuty na kilometr";"5.5352597544491795";"0.59 Kilometry";"0.59261";"123";"121 Metry";"121.4";"";"";"";"";"1.20";""
"1663764693";"Siechnice Biegi";"";"Pn, kwi 3, 2017 9:04";"1491203049000";"Pn, kwi 3, 2017 9:12";"1491203529000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.32";"";"";"";"";"05:00";"4.995816110729409";"161";"146";"02:43";"2.718868899758044";"84";"84.0091455410714";"00:08:00";"480.0";"00:08:00";"480.0";"05:00 Minuty na kilometr";"4.996003248858161";"1.60 Kilometry";"1.60134";"106";"120 Metry";"120.32";"";"";"";"";"2.00";""
"1663764668";"Siechnice Biegi";"";"Pn, kwi 3, 2017 7:56";"1491199005000";"Pn, kwi 3, 2017 9:02";"1491202922000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"125 Metry";"124.78";"";"";"";"";"05:23";"5.385702523544961";"148";"132";"00:42";"0.7051688811197934";"600";"599.9971360518566";"01:05:17";"3917.221";"01:04:40";"3880.0";"05:26 Minuty na kilometr";"5.437737799516088";"12.01 Kilometry";"12.0071";"77";"125 Metry";"124.78";"13 Metry";"13.11";"13 Metry";"13.18";"2.50";"53.0"
"1663764624";"Siechnice Biegi";"";"N, kwi 2, 2017 13:52";"1491133979000";"N, kwi 2, 2017 15:00";"1491138053000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"133 Metry";"132.89";"";"";"";"";"05:17";"5.290914459125872";"155";"145";"02:22";"2.3721415616812775";"710";"710.0204772292257";"01:07:53";"4073.252";"01:07:54";"4074.0";"05:17 Minuty na kilometr";"5.289326101429259";"12.83 Kilometry";"12.83332";"71";"133 Metry";"132.89";"33 Metry";"32.95";"35 Metry";"34.95";"3.10";"53.0"
"1663764586";"Srebrna Góra Biegi";"";"So, kwi 1, 2017 9:37";"1491032240000";"So, kwi 1, 2017 10:43";"1491036209000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"352 Metry";"351.53";"";"";"";"";"05:28";"5.461810040555477";"159";"141";"03:27";"3.4549475694928717";"682";"682.096982830631";"01:06:09";"3968.793";"01:05:56";"3956.0";"05:29 Minuty na kilometr";"5.478851533075064";"12.07 Kilometry";"12.0717";"84";"352 Metry";"351.53";"191 Metry";"191.14";"186 Metry";"185.98";"3.00";"53.0"
"1663764548";"Siechnice Biegi";"";"Pt, mar 31, 2017 8:01";"1490940081000";"Pt, mar 31, 2017 9:02";"1490943737000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.81";"";"";"";"";"05:04";"5.072639313458864";"166";"150";"03:09";"3.150003215864603";"703";"703.0992692158987";"01:00:56";"3655.67";"01:00:55";"3655.0";"05:04 Minuty na kilometr";"5.073566584839863";"12.01 Kilometry";"12.00887";"86";"122 Metry";"121.81";"4 Metry";"3.62";"6 Metry";"5.6";"3.90";"54.0"
"1663764513";"Srebrna Góra Biegi";"";"Cz, mar 30, 2017 7:03";"1490850209000";"Cz, mar 30, 2017 7:59";"1490853567000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"290 Metry";"289.62";"";"";"";"";"05:35";"5.575902702653793";"150";"136";"03:53";"3.8913534196486896";"554";"553.9353034114396";"00:55:58";"3357.74";"00:55:46";"3346.0";"05:35 Minuty na kilometr";"5.5760007391587285";"10.00 Kilometry";"10.00137";"78";"290 Metry";"289.62";"70 Metry";"69.58";"71 Metry";"71.13";"2.70";"54.0"
"1659221192";"Srebrna Góra Biegi";"";"Wt, mar 28, 2017 7:02";"1490677354000";"Wt, mar 28, 2017 7:57";"1490680659000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"292 Metry";"291.84";"";"";"";"";"05:30";"5.500852388961392";"164";"140";"02:57";"2.952465318508498";"574";"573.9829404155589";"00:55:05";"3305.085";"00:55:05";"3305.0";"05:30 Minuty na kilometr";"5.500550106943453";"10.01 Kilometry";"10.0136";"82";"292 Metry";"291.84";"82 Metry";"82.1";"85 Metry";"84.99";"3.00";"54.0"
"1642557499";"Siechnice Biegi";"";"Pn, mar 27, 2017 8:18";"1490595499000";"Pn, mar 27, 2017 9:02";"1490598167000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.99";"";"";"";"";"05:31";"5.519369167638938";"150";"138";"04:38";"4.627059043723509";"448";"447.96922210395184";"00:44:28";"2667.889";"00:44:16";"2656.0";"05:31 Minuty na kilometr";"5.524251537267753";"8.02 Kilometry";"8.02024";"83";"122 Metry";"121.99";"6 Metry";"5.53";"8 Metry";"7.96";"2.80";"54.0"
"1641770232";"Sobótka Biegi";"";"So, mar 25, 2017 11:01";"1490436080000";"So, mar 25, 2017 12:36";"1490441777000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"388 Metry";"388.12";"";"";"";"";"04:28";"4.458415742752721";"";"";"02:54";"2.9046125671717413";"1,412";"1411.9264347186888";"01:34:57";"5696.999";"01:34:53";"5693.0";"04:28 Minuty na kilometr";"4.461099141965414";"21.28 Kilometry";"21.28185";"";"388 Metry";"388.12";"272 Metry";"271.82";"272 Metry";"271.99";"";""
"1641770154";"Siechnice Biegi";"";"Cz, mar 23, 2017 7:47";"1490251625000";"Cz, mar 23, 2017 8:28";"1490254098000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"122.03";"";"";"";"";"05:08";"5.141293019504678";"158";"146";"04:23";"4.377900448916245";"462";"462.05030047589275";"00:41:12";"2472.084";"00:41:13";"2473.0";"05:08 Minuty na kilometr";"5.1392742861019";"8.02 Kilometry";"8.01679";"87";"122 Metry";"122.03";"1 Metry";"1.22";"4 Metry";"3.67";"3.20";"54.0"
"1634720781";"Siechnice Biegi";"";"Śr, mar 22, 2017 8:00";"1490166034000";"Śr, mar 22, 2017 8:54";"1490169294000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.49";"51.03637299500406";"17.16396233998239";"51.015484454110265";"17.170092863962054";"05:20";"5.339622950551159";"156";"143";"04:21";"4.345936506097091";"565";"564.9137712946479";"00:54:20";"3260.005";"00:54:20";"3260.0";"05:20 Minuty na kilometr";"5.340168661216421";"10.18 Kilometry";"10.1755";"86";"121 Metry";"121.49";"";"";"";"";"3.10";"54.0"
"1634720702";"Siechnice Biegi";"";"Wt, mar 21, 2017 7:52";"1490079135000";"Wt, mar 21, 2017 8:55";"1490082927000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.9";"51.015491746366024";"17.17032378539443";"51.0153875593096";"17.170231333002448";"05:14";"5.233438505957333";"157";"145";"03:09";"3.1446539748814186";"689";"689.0181908439579";"01:03:12";"3792.283";"01:03:12";"3792.0";"05:14 Minuty na kilometr";"5.234505837561069";"12.08 Kilometry";"12.07619";"94";"122 Metry";"121.9";"11 Metry";"10.84";"13 Metry";"12.84";"3.30";"54.0"
"1634720651";"Kamieniec Ząbkowicki Biegi";"";"N, mar 19, 2017 15:23";"1489933385000";"N, mar 19, 2017 15:40";"1489934424000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"290 Metry";"289.72";"50.51107434555888";"16.764393160119653";"50.510927913710475";"16.729545313864946";"05:37";"5.6084353978841115";"152";"143";"00:16";"0.2647057213833741";"191";"190.92987622970776";"00:17:19";"1039.044";"00:17:01";"1021.0";"05:37 Minuty na kilometr";"5.609783545190968";"3.03 Kilometry";"3.03412";"121";"290 Metry";"289.72";"38 Metry";"38.29";"27 Metry";"26.66";"2.40";"54.0"
"1634720610";"Kamieniec Ząbkowicki Biegi";"";"N, mar 19, 2017 14:34";"1489930496000";"N, mar 19, 2017 15:22";"1489933354000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"267 Metry";"266.52";"50.50685883499682";"16.7525599244982";"50.51129277795553";"16.764999590814114";"05:07";"5.116188202759554";"179";"152";"03:00";"3.001921204836026";"507";"506.9188213898741";"00:47:38";"2858.25";"00:46:46";"2806.0";"05:13 Minuty na kilometr";"5.211590652043261";"9.14 Kilometry";"9.14092";"99";"267 Metry";"266.52";"12 Metry";"12.08";"24 Metry";"23.52";"3.40";"54.0"
"1634720565";"Srebrna Góra Biegi";"";"N, mar 19, 2017 14:21";"1489929683000";"N, mar 19, 2017 14:31";"1489930302000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"292 Metry";"292.43";"50.509612541645765";"16.729254126548767";"50.50708464346826";"16.750203017145395";"05:04";"5.072182389743093";"153";"140";"03:31";"3.509510720635917";"113";"112.8872893208147";"00:10:19";"618.83";"00:10:19";"619.0";"05:04 Minuty na kilometr";"5.070479758586253";"2.03 Kilometry";"2.03397";"88";"292 Metry";"292.43";"26 Metry";"25.72";"18 Metry";"17.62";"2.10";"54.0"
"1631898410";"Srebrna Góra Biegi";"";"Pt, mar 17, 2017 17:04";"1489766673000";"Pt, mar 17, 2017 17:10";"1489767052000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"275 Metry";"275.22";"50.509488908573985";"16.733961068093777";"50.50958530046046";"16.733548678457737";"06:19";"6.316666666666666";"";"";"03:24";"3.4020547245648243";"44";"43.913871532832786";"00:06:20";"379.595";"00:06:19";"379.0";"06:20 Minuty na kilometr";"6.327511871069559";"1.00 Kilometry";"1.0";"";"275 Metry";"275.22";"3 Metry";"3.05";"4 Metry";"4.34";"";""
"1631898396";"OWB1";"";"Pt, mar 17, 2017 16:04";"1489763076000";"Pt, mar 17, 2017 17:01";"1489766486000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"292 Metry";"292.0";"50.50973164848983";"16.729419250041246";"50.5099131166935";"16.732951384037733";"05:09";"5.145509643911802";"";"";"02:43";"2.722866717141866";"736";"736.0346728655234";"00:56:50";"3409.719";"00:56:38";"3398.0";"05:09 Minuty na kilometr";"5.144032906669551";"11.01 Kilometry";"11.00636";"";"292 Metry";"292.0";"73 Metry";"73.14";"72 Metry";"71.97";"";""
"1622329589";"Siechnice Biegi";"";"Śr, mar 15, 2017 7:48";"1489560508000";"Śr, mar 15, 2017 9:33";"1489566826000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.9";"51.01534464396536";"17.170073334127665";"51.01533316075802";"17.170094791799784";"05:15";"5.258314669067979";"159";"143";"03:17";"3.283425131058192";"1,005";"1005.0071360041242";"01:45:16";"6316.486";"01:45:12";"6312.0";"05:15 Minuty na kilometr";"5.257623427615719";"20.01 Kilometry";"20.00641";"82";"122 Metry";"121.9";"10 Metry";"10.39";"12 Metry";"12.43";"3.20";"54.0"
"1622329483";"Siechnice Biegi";"";"Wt, mar 14, 2017 8:00";"1489474850000";"Wt, mar 14, 2017 8:44";"1489477472000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"131 Metry";"130.9";"51.0163907893002";"17.177505819126964";"51.01616632193327";"17.17882144264877";"04:22";"4.366048811100344";"173";"167";"03:18";"3.3016377045705925";"601";"600.9517854330052";"00:43:42";"2621.539";"00:43:42";"2622.0";"04:22 Minuty na kilometr";"4.3652871464891465";"10.01 Kilometry";"10.00905";"104";"131 Metry";"130.9";"9 Metry";"9.19";"10 Metry";"10.23";"4.70";"55.0"
"1622329345";"Siechnice Biegi";"";"Wt, mar 14, 2017 7:52";"1489474373000";"Wt, mar 14, 2017 7:58";"1489474709000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.91";"51.01700778119266";"17.16789630241692";"51.01649472489953";"17.176861250773072";"05:17";"5.281096295488913";"147";"136";"04:31";"4.510599991280569";"60";"59.90424866707081";"00:05:36";"335.737";"00:05:35";"335.0";"05:18 Minuty na kilometr";"5.292685627240884";"1.06 Kilometry";"1.05723";"89";"120 Metry";"119.91";"";"";"";"";"1.60";""
"1622329295";"Siechnice Biegi";"";"Pn, mar 13, 2017 19:38";"1489430284000";"Pn, mar 13, 2017 19:43";"1489430622000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"123.0";"51.01185282692313";"17.17052855528891";"51.01223520934582";"17.171049155294895";"05:38";"5.633333333333333";"162";"151";"03:14";"3.235617665037712";"60";"59.90424866707081";"00:05:37";"337.394";"00:05:38";"338.0";"05:37 Minuty na kilometr";"5.623031964150554";"1.00 Kilometry";"1.0";"103";"123 Metry";"123.0";"";"";"";"";"1.80";"55.0"
"1622329226";"Siechnice Biegi";"";"Pn, mar 13, 2017 18:40";"1489426839000";"Pn, mar 13, 2017 19:36";"1489430170000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"123.0";"51.01517843082547";"17.169818859547377";"";"";"05:00";"4.996858987458655";"162";"151";"03:51";"3.850003853396457";"697";"696.8940482384332";"00:55:31";"3331.31";"00:55:01";"3301.0";"05:03 Minuty na kilometr";"5.042864245089004";"11.01 Kilometry";"11.01025";"81";"123 Metry";"123.0";"9 Metry";"9.08";"10 Metry";"10.24";"3.70";"56.0"
"1615358304";"Siechnice Biegi";"";"So, mar 11, 2017 19:48";"1489258094000";"So, mar 11, 2017 20:32";"1489260730000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"123.0";"51.007296089082956";"17.1627236623317";"51.011202558875084";"17.169042946770787";"04:23";"4.388501695821741";"175";"168";"03:28";"3.461405289429588";"644";"643.9110075846894";"00:43:56";"2636.223";"00:43:56";"2636.0";"04:23 Minuty na kilometr";"4.389430331331295";"10.01 Kilometry";"10.01101";"105";"123 Metry";"123.0";"9 Metry";"8.62";"10 Metry";"9.64";"4.70";"57.0"
"1615358241";"Siechnice Biegi";"";"So, mar 11, 2017 19:39";"1489257545000";"So, mar 11, 2017 19:45";"1489257932000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"123.0";"51.01534933783114";"17.16984492726624";"51.00722995586693";"17.16294544748962";"04:45";"4.744867118705177";"146";"120";"02:01";"2.0206918493877564";"68";"68.01876840683339";"00:06:27";"386.534";"00:06:10";"370.0";"04:57 Minuty na kilometr";"4.957366663711846";"1.30 Kilometry";"1.29965";"82";"123 Metry";"123.0";"1 Metry";"1.18";"";"";"1.60";""
"1615358214";"Srebrna Góra Biegi";"";"Pt, mar 10, 2017 16:52";"1489161161000";"Pt, mar 10, 2017 16:58";"1489161506000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"275 Metry";"274.6";"50.509638357907534";"16.733402498066425";"50.509595442563295";"16.733660828322172";"05:45";"5.75";"156";"146";"03:33";"3.5582123425219163";"63";"63.00685915580356";"00:05:45";"345.416";"00:05:45";"345.0";"05:45 Minuty na kilometr";"5.7570524271066414";"1.00 Kilometry";"1.0";"105";"275 Metry";"274.6";"1 Metry";"0.75";"";"";"1.80";"59.0"
"1615358171";"Srebrna Góra Biegi";"";"Pt, mar 10, 2017 15:55";"1489157704000";"Pt, mar 10, 2017 16:49";"1489160977000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"291 Metry";"291.17";"50.50974631682038";"16.729387985542417";"50.509774312376976";"16.733257239684463";"04:55";"4.90870290019391";"161";"150";"04:07";"4.115226143641869";"716";"715.987035861404";"00:54:33";"3272.871";"00:54:02";"3242.0";"04:55 Minuty na kilometr";"4.91062651868324";"11.01 Kilometry";"11.00766";"82";"291 Metry";"291.17";"66 Metry";"65.85";"64 Metry";"63.87";"3.60";"59.0"
